etf,etf_desc,query,index
XBI,"The SPDR S&P Biotech ETF (XBI) seeks to track the performance of the equal-weighted S&P Biotechnology Select Industry Index, which represents the biotechnology segment of the U.S. S&P Total Market Index. The fund employs a sampling strategy, generally investing at least 80% of its total assets in the securities comprising the index. A key characteristic is the index's equal weighting, which provides exposure to U.S. biotech stocks across the market-cap spectrum but tends to emphasize smaller companies (small- and micro-caps) while helping to reduce single-name risk. XBI offers a relatively pure biotech play with limited pharmaceutical overlap, and its index is rebalanced quarterly.",List companies in the US biotech sector,general
XBI,"The SPDR S&P Biotech ETF (XBI) seeks to track the performance of the equal-weighted S&P Biotechnology Select Industry Index, which represents the biotechnology segment of the U.S. S&P Total Market Index. The fund employs a sampling strategy, generally investing at least 80% of its total assets in the securities comprising the index. A key characteristic is the index's equal weighting, which provides exposure to U.S. biotech stocks across the market-cap spectrum but tends to emphasize smaller companies (small- and micro-caps) while helping to reduce single-name risk. XBI offers a relatively pure biotech play with limited pharmaceutical overlap, and its index is rebalanced quarterly.",Show me U.S. small-cap biotech stocks,specific
XBI,"The SPDR S&P Biotech ETF (XBI) seeks to track the performance of the equal-weighted S&P Biotechnology Select Industry Index, which represents the biotechnology segment of the U.S. S&P Total Market Index. The fund employs a sampling strategy, generally investing at least 80% of its total assets in the securities comprising the index. A key characteristic is the index's equal weighting, which provides exposure to U.S. biotech stocks across the market-cap spectrum but tends to emphasize smaller companies (small- and micro-caps) while helping to reduce single-name risk. XBI offers a relatively pure biotech play with limited pharmaceutical overlap, and its index is rebalanced quarterly.",Find U.S. pure-play biotechnology companies,specific
WTRE,"The WisdomTree New Economy Real Estate Fund (WTRE) seeks to track the performance of the WisdomTree New Economy Real Estate Index, which focuses on global real estate companies with direct or indirect exposure to the technology, sciences, or e-commerce sectors, representing the ""New Economy"" concept in real estate. The index employs a rules-based methodology, selecting holdings based on a proprietary Technology Score derived from revenue exposure and tenant industries, while also screening out highly levered companies. Constituents are initially weighted by market cap and then adjusted based on their Technology and New Economy (growth/valuation) scores. Under normal circumstances, the fund invests at least 80% of its net assets in index constituents or substantially similar investments and is considered non-diversified.",List stocks in the real estate sector focused on technology or e-commerce.,general
WTRE,"The WisdomTree New Economy Real Estate Fund (WTRE) seeks to track the performance of the WisdomTree New Economy Real Estate Index, which focuses on global real estate companies with direct or indirect exposure to the technology, sciences, or e-commerce sectors, representing the ""New Economy"" concept in real estate. The index employs a rules-based methodology, selecting holdings based on a proprietary Technology Score derived from revenue exposure and tenant industries, while also screening out highly levered companies. Constituents are initially weighted by market cap and then adjusted based on their Technology and New Economy (growth/valuation) scores. Under normal circumstances, the fund invests at least 80% of its net assets in index constituents or substantially similar investments and is considered non-diversified.",Show me global real estate companies involved with the digital economy.,general
WTRE,"The WisdomTree New Economy Real Estate Fund (WTRE) seeks to track the performance of the WisdomTree New Economy Real Estate Index, which focuses on global real estate companies with direct or indirect exposure to the technology, sciences, or e-commerce sectors, representing the ""New Economy"" concept in real estate. The index employs a rules-based methodology, selecting holdings based on a proprietary Technology Score derived from revenue exposure and tenant industries, while also screening out highly levered companies. Constituents are initially weighted by market cap and then adjusted based on their Technology and New Economy (growth/valuation) scores. Under normal circumstances, the fund invests at least 80% of its net assets in index constituents or substantially similar investments and is considered non-diversified.","Find global real estate stocks with significant revenue from tech, life science, or e-commerce tenants, excluding highly levered companies.",specific
WTRE,"The WisdomTree New Economy Real Estate Fund (WTRE) seeks to track the performance of the WisdomTree New Economy Real Estate Index, which focuses on global real estate companies with direct or indirect exposure to the technology, sciences, or e-commerce sectors, representing the ""New Economy"" concept in real estate. The index employs a rules-based methodology, selecting holdings based on a proprietary Technology Score derived from revenue exposure and tenant industries, while also screening out highly levered companies. Constituents are initially weighted by market cap and then adjusted based on their Technology and New Economy (growth/valuation) scores. Under normal circumstances, the fund invests at least 80% of its net assets in index constituents or substantially similar investments and is considered non-diversified.","Show me real estate stocks serving ""new economy"" sectors like data centers or e-commerce logistics with low debt.",specific
TRFK,"The Pacer Data and Digital Revolution ETF (TRFK) is a passively managed fund designed to track the total return performance of the Pacer Data Transmission and Communication Revolution Index. This rules-based index is composed of globally-listed stocks and depositary receipts of companies focused on the ""Data and Digital Revolution"" concept. Specifically, it includes firms that derive at least 50% of their revenue from the use, manipulation, transmission, or storage of data, or from enabling ancillary services. Eligible companies are selected through screening based on business descriptions after meeting size and liquidity criteria. Index constituents are weighted by market capitalization, subject to a 10% single security cap and an aggregate cap of 45% for holdings over 4.5%. The index is rebalanced annually, and the fund is classified as non-diversified.",What are key stocks in the data transmission and communication sector?,general
TRFK,"The Pacer Data and Digital Revolution ETF (TRFK) is a passively managed fund designed to track the total return performance of the Pacer Data Transmission and Communication Revolution Index. This rules-based index is composed of globally-listed stocks and depositary receipts of companies focused on the ""Data and Digital Revolution"" concept. Specifically, it includes firms that derive at least 50% of their revenue from the use, manipulation, transmission, or storage of data, or from enabling ancillary services. Eligible companies are selected through screening based on business descriptions after meeting size and liquidity criteria. Index constituents are weighted by market capitalization, subject to a 10% single security cap and an aggregate cap of 45% for holdings over 4.5%. The index is rebalanced annually, and the fund is classified as non-diversified.",List companies focused on data infrastructure and services,general
TRFK,"The Pacer Data and Digital Revolution ETF (TRFK) is a passively managed fund designed to track the total return performance of the Pacer Data Transmission and Communication Revolution Index. This rules-based index is composed of globally-listed stocks and depositary receipts of companies focused on the ""Data and Digital Revolution"" concept. Specifically, it includes firms that derive at least 50% of their revenue from the use, manipulation, transmission, or storage of data, or from enabling ancillary services. Eligible companies are selected through screening based on business descriptions after meeting size and liquidity criteria. Index constituents are weighted by market capitalization, subject to a 10% single security cap and an aggregate cap of 45% for holdings over 4.5%. The index is rebalanced annually, and the fund is classified as non-diversified.",Find global stocks where data handling or transmission is a major revenue source,specific
TRFK,"The Pacer Data and Digital Revolution ETF (TRFK) is a passively managed fund designed to track the total return performance of the Pacer Data Transmission and Communication Revolution Index. This rules-based index is composed of globally-listed stocks and depositary receipts of companies focused on the ""Data and Digital Revolution"" concept. Specifically, it includes firms that derive at least 50% of their revenue from the use, manipulation, transmission, or storage of data, or from enabling ancillary services. Eligible companies are selected through screening based on business descriptions after meeting size and liquidity criteria. Index constituents are weighted by market capitalization, subject to a 10% single security cap and an aggregate cap of 45% for holdings over 4.5%. The index is rebalanced annually, and the fund is classified as non-diversified.",Show me large-cap global companies specializing in data storage or processing,specific
IYM,"The iShares U.S. Basic Materials ETF (IYM) is a non-diversified sector fund designed to provide exposure to the U.S. basic materials industry, primarily targeting large-cap companies. It seeks to track the investment results of the Russell 1000 Basic Materials RIC 22.5/45 Capped Index, which measures the performance of this sector. The fund typically invests at least 80% of its assets in the index's component securities, employing a representative sampling approach. The index features regulatory capping, limiting single issuer weights to 22.5% and the aggregate weight of companies exceeding 4.5% to 45% at rebalances. Up to 20% of the portfolio may be held in other instruments like cash or derivatives.",What are leading U.S. basic materials companies to invest in?,general
IYM,"The iShares U.S. Basic Materials ETF (IYM) is a non-diversified sector fund designed to provide exposure to the U.S. basic materials industry, primarily targeting large-cap companies. It seeks to track the investment results of the Russell 1000 Basic Materials RIC 22.5/45 Capped Index, which measures the performance of this sector. The fund typically invests at least 80% of its assets in the index's component securities, employing a representative sampling approach. The index features regulatory capping, limiting single issuer weights to 22.5% and the aggregate weight of companies exceeding 4.5% to 45% at rebalances. Up to 20% of the portfolio may be held in other instruments like cash or derivatives.",Show me a list of stocks in the U.S. basic materials sector.,general
IYM,"The iShares U.S. Basic Materials ETF (IYM) is a non-diversified sector fund designed to provide exposure to the U.S. basic materials industry, primarily targeting large-cap companies. It seeks to track the investment results of the Russell 1000 Basic Materials RIC 22.5/45 Capped Index, which measures the performance of this sector. The fund typically invests at least 80% of its assets in the index's component securities, employing a representative sampling approach. The index features regulatory capping, limiting single issuer weights to 22.5% and the aggregate weight of companies exceeding 4.5% to 45% at rebalances. Up to 20% of the portfolio may be held in other instruments like cash or derivatives.",Find large-cap stocks within the U.S. basic materials industry.,specific
IYM,"The iShares U.S. Basic Materials ETF (IYM) is a non-diversified sector fund designed to provide exposure to the U.S. basic materials industry, primarily targeting large-cap companies. It seeks to track the investment results of the Russell 1000 Basic Materials RIC 22.5/45 Capped Index, which measures the performance of this sector. The fund typically invests at least 80% of its assets in the index's component securities, employing a representative sampling approach. The index features regulatory capping, limiting single issuer weights to 22.5% and the aggregate weight of companies exceeding 4.5% to 45% at rebalances. Up to 20% of the portfolio may be held in other instruments like cash or derivatives.",List U.S. basic materials stocks with market caps above $20 billion.,specific
SOLR,"The SmartETFs Sustainable Energy II ETF (SOLR) is an actively-managed fund seeking long-term capital appreciation by investing at least 80% of its net assets in publicly-traded global equity securities of sustainable energy companies. These companies are defined as generating or providing alternative/renewable energy, or making energy applications more efficient/accessible or reducing the use of environmentally depletive resources, with a focus on areas like energy generation, installation, displacement, and electrification. Utilizing a proprietary, fundamental research-based methodology, the fund selects a narrow basket, typically 35 global stocks, which are generally held on an approximately equal-weighted basis.",What are the leading companies in renewable energy?,general
SOLR,"The SmartETFs Sustainable Energy II ETF (SOLR) is an actively-managed fund seeking long-term capital appreciation by investing at least 80% of its net assets in publicly-traded global equity securities of sustainable energy companies. These companies are defined as generating or providing alternative/renewable energy, or making energy applications more efficient/accessible or reducing the use of environmentally depletive resources, with a focus on areas like energy generation, installation, displacement, and electrification. Utilizing a proprietary, fundamental research-based methodology, the fund selects a narrow basket, typically 35 global stocks, which are generally held on an approximately equal-weighted basis.",Show me publicly traded stocks in the sustainable energy sector.,general
SOLR,"The SmartETFs Sustainable Energy II ETF (SOLR) is an actively-managed fund seeking long-term capital appreciation by investing at least 80% of its net assets in publicly-traded global equity securities of sustainable energy companies. These companies are defined as generating or providing alternative/renewable energy, or making energy applications more efficient/accessible or reducing the use of environmentally depletive resources, with a focus on areas like energy generation, installation, displacement, and electrification. Utilizing a proprietary, fundamental research-based methodology, the fund selects a narrow basket, typically 35 global stocks, which are generally held on an approximately equal-weighted basis.",Find global equity stocks involved in energy efficiency or electrification.,specific
SOLR,"The SmartETFs Sustainable Energy II ETF (SOLR) is an actively-managed fund seeking long-term capital appreciation by investing at least 80% of its net assets in publicly-traded global equity securities of sustainable energy companies. These companies are defined as generating or providing alternative/renewable energy, or making energy applications more efficient/accessible or reducing the use of environmentally depletive resources, with a focus on areas like energy generation, installation, displacement, and electrification. Utilizing a proprietary, fundamental research-based methodology, the fund selects a narrow basket, typically 35 global stocks, which are generally held on an approximately equal-weighted basis.",List companies globally focused on alternative energy generation or fossil fuel displacement.,specific
JHMI,"The John Hancock Multifactor Industrials ETF normally invests at least 80% of its net assets, plus any borrowings for investment purposes, in securities that compose its underlying index. This index is designed to comprise securities within the industrials sector of the U.S. market universe, specifically selecting those with market capitalizations larger than the 1001st largest U.S. company at the time of reconstitution. The fund is classified as non-diversified.",Show me a list of US industrial companies.,general
JHMI,"The John Hancock Multifactor Industrials ETF normally invests at least 80% of its net assets, plus any borrowings for investment purposes, in securities that compose its underlying index. This index is designed to comprise securities within the industrials sector of the U.S. market universe, specifically selecting those with market capitalizations larger than the 1001st largest U.S. company at the time of reconstitution. The fund is classified as non-diversified.",What are the leading stocks in the US industrials sector?,general
JHMI,"The John Hancock Multifactor Industrials ETF normally invests at least 80% of its net assets, plus any borrowings for investment purposes, in securities that compose its underlying index. This index is designed to comprise securities within the industrials sector of the U.S. market universe, specifically selecting those with market capitalizations larger than the 1001st largest U.S. company at the time of reconstitution. The fund is classified as non-diversified.",Find US industrial stocks with market caps larger than the 1001st largest US company.,specific
JHMI,"The John Hancock Multifactor Industrials ETF normally invests at least 80% of its net assets, plus any borrowings for investment purposes, in securities that compose its underlying index. This index is designed to comprise securities within the industrials sector of the U.S. market universe, specifically selecting those with market capitalizations larger than the 1001st largest U.S. company at the time of reconstitution. The fund is classified as non-diversified.",Show me large and mid-cap US industrial stocks.,specific
IAT,"The iShares U.S. Regional Banks ETF (IAT) seeks to track the investment results of the Dow Jones U.S. Select Regional Banks Index. This ETF specifically targets small- and mid-cap regional banks, excluding mega-cap institutions and overly large companies to create a portfolio with a significant small-cap tilt compared to the broader banking market. Consistent with its sector focus, the fund is highly concentrated and non-diversified. It generally invests at least 80% of its assets in the component securities of its market-cap weighted index, which is rebalanced quarterly, and may use up to 20% in other instruments like futures or cash to help track the index.",What are the leading regional bank stocks in the United States?,general
IAT,"The iShares U.S. Regional Banks ETF (IAT) seeks to track the investment results of the Dow Jones U.S. Select Regional Banks Index. This ETF specifically targets small- and mid-cap regional banks, excluding mega-cap institutions and overly large companies to create a portfolio with a significant small-cap tilt compared to the broader banking market. Consistent with its sector focus, the fund is highly concentrated and non-diversified. It generally invests at least 80% of its assets in the component securities of its market-cap weighted index, which is rebalanced quarterly, and may use up to 20% in other instruments like futures or cash to help track the index.",Show me a list of companies in the US regional banking sector.,general
IAT,"The iShares U.S. Regional Banks ETF (IAT) seeks to track the investment results of the Dow Jones U.S. Select Regional Banks Index. This ETF specifically targets small- and mid-cap regional banks, excluding mega-cap institutions and overly large companies to create a portfolio with a significant small-cap tilt compared to the broader banking market. Consistent with its sector focus, the fund is highly concentrated and non-diversified. It generally invests at least 80% of its assets in the component securities of its market-cap weighted index, which is rebalanced quarterly, and may use up to 20% in other instruments like futures or cash to help track the index.",Find US bank stocks with a market capitalization under $50 billion.,specific
IAT,"The iShares U.S. Regional Banks ETF (IAT) seeks to track the investment results of the Dow Jones U.S. Select Regional Banks Index. This ETF specifically targets small- and mid-cap regional banks, excluding mega-cap institutions and overly large companies to create a portfolio with a significant small-cap tilt compared to the broader banking market. Consistent with its sector focus, the fund is highly concentrated and non-diversified. It generally invests at least 80% of its assets in the component securities of its market-cap weighted index, which is rebalanced quarterly, and may use up to 20% in other instruments like futures or cash to help track the index.",List US regional bank stocks excluding national or global banking institutions.,specific
IHF,"The iShares U.S. Healthcare Providers ETF seeks to track the investment results of the Dow Jones U.S. Select Health Care Providers Index, which measures the performance of the U.S. healthcare providers sector as defined by SPDJI. This index is composed of cap-weighted U.S. companies involved in managed health care, facilities, and insurance, specifically excluding pharmaceutical companies to focus on the service provider segment. The fund generally invests at least 80% of its assets in index components or securities with substantially identical economic characteristics, with up to 20% in derivatives, cash, and equivalents. Considered non-diversified, the ETF aims to provide comprehensive coverage of the U.S. healthcare provider landscape.",What are the leading US healthcare provider stocks?,general
IHF,"The iShares U.S. Healthcare Providers ETF seeks to track the investment results of the Dow Jones U.S. Select Health Care Providers Index, which measures the performance of the U.S. healthcare providers sector as defined by SPDJI. This index is composed of cap-weighted U.S. companies involved in managed health care, facilities, and insurance, specifically excluding pharmaceutical companies to focus on the service provider segment. The fund generally invests at least 80% of its assets in index components or securities with substantially identical economic characteristics, with up to 20% in derivatives, cash, and equivalents. Considered non-diversified, the ETF aims to provide comprehensive coverage of the U.S. healthcare provider landscape.",Show me a list of US stocks in healthcare insurance and facilities.,general
IHF,"The iShares U.S. Healthcare Providers ETF seeks to track the investment results of the Dow Jones U.S. Select Health Care Providers Index, which measures the performance of the U.S. healthcare providers sector as defined by SPDJI. This index is composed of cap-weighted U.S. companies involved in managed health care, facilities, and insurance, specifically excluding pharmaceutical companies to focus on the service provider segment. The fund generally invests at least 80% of its assets in index components or securities with substantially identical economic characteristics, with up to 20% in derivatives, cash, and equivalents. Considered non-diversified, the ETF aims to provide comprehensive coverage of the U.S. healthcare provider landscape.",Find US large-cap healthcare stocks excluding pharmaceutical companies.,specific
IHF,"The iShares U.S. Healthcare Providers ETF seeks to track the investment results of the Dow Jones U.S. Select Health Care Providers Index, which measures the performance of the U.S. healthcare providers sector as defined by SPDJI. This index is composed of cap-weighted U.S. companies involved in managed health care, facilities, and insurance, specifically excluding pharmaceutical companies to focus on the service provider segment. The fund generally invests at least 80% of its assets in index components or securities with substantially identical economic characteristics, with up to 20% in derivatives, cash, and equivalents. Considered non-diversified, the ETF aims to provide comprehensive coverage of the U.S. healthcare provider landscape.",List major US companies in managed care or hospital administration.,specific
NERD,"The Roundhill BITKRAFT Esports & Digital Entertainment ETF (NERD) utilizes a passive management strategy to track the total return performance, before fees and expenses, of the Nasdaq CTA Global Video Games Software IndexTM. This non-diversified fund invests in globally listed companies primarily engaged in the video games and eSports industry. The index employs a CTA sector classification scheme to identify companies deriving significant revenue from this theme, including video game publishing and development, while meeting minimum market capitalization and liquidity criteria and excluding social casino gaming. Expected to hold a focused portfolio of 25 to 50 companies, the index is weighted using a theme-adjusted market capitalization scheme and is reconstituted semi-annually and rebalanced quarterly.",What are the leading global video game publishers and developers?,general
NERD,"The Roundhill BITKRAFT Esports & Digital Entertainment ETF (NERD) utilizes a passive management strategy to track the total return performance, before fees and expenses, of the Nasdaq CTA Global Video Games Software IndexTM. This non-diversified fund invests in globally listed companies primarily engaged in the video games and eSports industry. The index employs a CTA sector classification scheme to identify companies deriving significant revenue from this theme, including video game publishing and development, while meeting minimum market capitalization and liquidity criteria and excluding social casino gaming. Expected to hold a focused portfolio of 25 to 50 companies, the index is weighted using a theme-adjusted market capitalization scheme and is reconstituted semi-annually and rebalanced quarterly.",List publicly traded companies in the eSports and video game industry.,general
NERD,"The Roundhill BITKRAFT Esports & Digital Entertainment ETF (NERD) utilizes a passive management strategy to track the total return performance, before fees and expenses, of the Nasdaq CTA Global Video Games Software IndexTM. This non-diversified fund invests in globally listed companies primarily engaged in the video games and eSports industry. The index employs a CTA sector classification scheme to identify companies deriving significant revenue from this theme, including video game publishing and development, while meeting minimum market capitalization and liquidity criteria and excluding social casino gaming. Expected to hold a focused portfolio of 25 to 50 companies, the index is weighted using a theme-adjusted market capitalization scheme and is reconstituted semi-annually and rebalanced quarterly.","Find global stocks primarily focused on video games or eSports, above $500 million market cap.",specific
NERD,"The Roundhill BITKRAFT Esports & Digital Entertainment ETF (NERD) utilizes a passive management strategy to track the total return performance, before fees and expenses, of the Nasdaq CTA Global Video Games Software IndexTM. This non-diversified fund invests in globally listed companies primarily engaged in the video games and eSports industry. The index employs a CTA sector classification scheme to identify companies deriving significant revenue from this theme, including video game publishing and development, while meeting minimum market capitalization and liquidity criteria and excluding social casino gaming. Expected to hold a focused portfolio of 25 to 50 companies, the index is weighted using a theme-adjusted market capitalization scheme and is reconstituted semi-annually and rebalanced quarterly.","Show me video game industry stocks with high liquidity, excluding social casino companies.",specific
FMAT,"The Fidelity MSCI Materials Index ETF (FMAT) aims to provide investment returns that correspond to the performance of the MSCI USA IMI Materials 25/50 Index. This market-cap weighted index represents the performance of the materials sector in the U.S. equity market, covering companies across the entire market-cap spectrum and incorporating a capping methodology (25/50 rules). FMAT seeks to achieve its objective by investing at least 80% of its assets in securities included in the underlying index. The fund is classified as non-diversified.",List of US materials sector stocks,general
FMAT,"The Fidelity MSCI Materials Index ETF (FMAT) aims to provide investment returns that correspond to the performance of the MSCI USA IMI Materials 25/50 Index. This market-cap weighted index represents the performance of the materials sector in the U.S. equity market, covering companies across the entire market-cap spectrum and incorporating a capping methodology (25/50 rules). FMAT seeks to achieve its objective by investing at least 80% of its assets in securities included in the underlying index. The fund is classified as non-diversified.",Find leading companies in the basic materials industry,general
FMAT,"The Fidelity MSCI Materials Index ETF (FMAT) aims to provide investment returns that correspond to the performance of the MSCI USA IMI Materials 25/50 Index. This market-cap weighted index represents the performance of the materials sector in the U.S. equity market, covering companies across the entire market-cap spectrum and incorporating a capping methodology (25/50 rules). FMAT seeks to achieve its objective by investing at least 80% of its assets in securities included in the underlying index. The fund is classified as non-diversified.",Show me US materials stocks across all market capitalization ranges,specific
FMAT,"The Fidelity MSCI Materials Index ETF (FMAT) aims to provide investment returns that correspond to the performance of the MSCI USA IMI Materials 25/50 Index. This market-cap weighted index represents the performance of the materials sector in the U.S. equity market, covering companies across the entire market-cap spectrum and incorporating a capping methodology (25/50 rules). FMAT seeks to achieve its objective by investing at least 80% of its assets in securities included in the underlying index. The fund is classified as non-diversified.",List US materials companies by market value,specific
HEDJ,"The WisdomTree Europe Hedged Equity Fund (HEDJ) seeks to track the WisdomTree Europe Hedged Equity Index, primarily investing in Eurozone dividend-paying companies. A core component of its strategy involves selecting firms that derive a majority of their revenue from outside Europe and hedging exposure to the euro currency for U.S. investors to mitigate exchange rate risk. The underlying index is dividend-weighted, incorporates a composite risk factor screen, applies capping methodologies for diversification, and is rebalanced annually. The fund is classified as non-diversified.",What are good dividend-paying stocks in the Eurozone?,general
HEDJ,"The WisdomTree Europe Hedged Equity Fund (HEDJ) seeks to track the WisdomTree Europe Hedged Equity Index, primarily investing in Eurozone dividend-paying companies. A core component of its strategy involves selecting firms that derive a majority of their revenue from outside Europe and hedging exposure to the euro currency for U.S. investors to mitigate exchange rate risk. The underlying index is dividend-weighted, incorporates a composite risk factor screen, applies capping methodologies for diversification, and is rebalanced annually. The fund is classified as non-diversified.",Show me a list of major European companies that pay dividends.,general
HEDJ,"The WisdomTree Europe Hedged Equity Fund (HEDJ) seeks to track the WisdomTree Europe Hedged Equity Index, primarily investing in Eurozone dividend-paying companies. A core component of its strategy involves selecting firms that derive a majority of their revenue from outside Europe and hedging exposure to the euro currency for U.S. investors to mitigate exchange rate risk. The underlying index is dividend-weighted, incorporates a composite risk factor screen, applies capping methodologies for diversification, and is rebalanced annually. The fund is classified as non-diversified.",Find Eurozone stocks that pay dividends and get a majority of revenue from outside Europe.,specific
HEDJ,"The WisdomTree Europe Hedged Equity Fund (HEDJ) seeks to track the WisdomTree Europe Hedged Equity Index, primarily investing in Eurozone dividend-paying companies. A core component of its strategy involves selecting firms that derive a majority of their revenue from outside Europe and hedging exposure to the euro currency for U.S. investors to mitigate exchange rate risk. The underlying index is dividend-weighted, incorporates a composite risk factor screen, applies capping methodologies for diversification, and is rebalanced annually. The fund is classified as non-diversified.",List European dividend stocks screened for lower risk factors.,specific
ROCI,"ROCI was an actively managed ETF that invested in 75 to 150 large-cap US companies selected based on the perceived high character of their Chief Executive Officers (CEOs). Utilizing a proprietary assessment methodology, the fund aimed to identify companies where exceptional CEO character was believed to positively influence corporate performance, workforce engagement, and risk management, using public disclosures and behavioral factors to assign character scores. Companies with the highest composite scores were included and weighted based on general corporate attributes like market capitalization. The fund, ROCI, was notably delisted and closed on October 20, 2023.",List of large-cap US company stocks,general
ROCI,"ROCI was an actively managed ETF that invested in 75 to 150 large-cap US companies selected based on the perceived high character of their Chief Executive Officers (CEOs). Utilizing a proprietary assessment methodology, the fund aimed to identify companies where exceptional CEO character was believed to positively influence corporate performance, workforce engagement, and risk management, using public disclosures and behavioral factors to assign character scores. Companies with the highest composite scores were included and weighted based on general corporate attributes like market capitalization. The fund, ROCI, was notably delisted and closed on October 20, 2023.",Stocks of companies with highly-regarded leadership,general
ROCI,"ROCI was an actively managed ETF that invested in 75 to 150 large-cap US companies selected based on the perceived high character of their Chief Executive Officers (CEOs). Utilizing a proprietary assessment methodology, the fund aimed to identify companies where exceptional CEO character was believed to positively influence corporate performance, workforce engagement, and risk management, using public disclosures and behavioral factors to assign character scores. Companies with the highest composite scores were included and weighted based on general corporate attributes like market capitalization. The fund, ROCI, was notably delisted and closed on October 20, 2023.",Find US large-cap stocks with exceptional leadership,specific
ROCI,"ROCI was an actively managed ETF that invested in 75 to 150 large-cap US companies selected based on the perceived high character of their Chief Executive Officers (CEOs). Utilizing a proprietary assessment methodology, the fund aimed to identify companies where exceptional CEO character was believed to positively influence corporate performance, workforce engagement, and risk management, using public disclosures and behavioral factors to assign character scores. Companies with the highest composite scores were included and weighted based on general corporate attributes like market capitalization. The fund, ROCI, was notably delisted and closed on October 20, 2023.",List US companies over $50 billion market cap with high ethical governance scores,specific
IBET,"The iBET Sports Betting & Gaming ETF (IBET) was an actively managed fund designed to invest in global companies significantly engaged in sports betting and gaming activities, including esports and iGaming. The fund focused on equities across various market capitalizations within the Casinos & Gaming sub-industry and related businesses, such as those operating platforms, venues, software, or owning associated real estate. It sought companies that the investment adviser believed could benefit from sector development and innovation. IBET was required to invest at least 80% of its assets in these types of companies and was classified as non-diversified. Please note, this fund has closed, with its last day of trading being September 7, 2023.",Show me a list of stocks in the global sports betting and gaming sector.,general
IBET,"The iBET Sports Betting & Gaming ETF (IBET) was an actively managed fund designed to invest in global companies significantly engaged in sports betting and gaming activities, including esports and iGaming. The fund focused on equities across various market capitalizations within the Casinos & Gaming sub-industry and related businesses, such as those operating platforms, venues, software, or owning associated real estate. It sought companies that the investment adviser believed could benefit from sector development and innovation. IBET was required to invest at least 80% of its assets in these types of companies and was classified as non-diversified. Please note, this fund has closed, with its last day of trading being September 7, 2023.",What are the major companies involved in esports and online gambling?,general
IBET,"The iBET Sports Betting & Gaming ETF (IBET) was an actively managed fund designed to invest in global companies significantly engaged in sports betting and gaming activities, including esports and iGaming. The fund focused on equities across various market capitalizations within the Casinos & Gaming sub-industry and related businesses, such as those operating platforms, venues, software, or owning associated real estate. It sought companies that the investment adviser believed could benefit from sector development and innovation. IBET was required to invest at least 80% of its assets in these types of companies and was classified as non-diversified. Please note, this fund has closed, with its last day of trading being September 7, 2023.","Find global stocks in the casinos and gaming sub-industry, including related technology platforms.",specific
IBET,"The iBET Sports Betting & Gaming ETF (IBET) was an actively managed fund designed to invest in global companies significantly engaged in sports betting and gaming activities, including esports and iGaming. The fund focused on equities across various market capitalizations within the Casinos & Gaming sub-industry and related businesses, such as those operating platforms, venues, software, or owning associated real estate. It sought companies that the investment adviser believed could benefit from sector development and innovation. IBET was required to invest at least 80% of its assets in these types of companies and was classified as non-diversified. Please note, this fund has closed, with its last day of trading being September 7, 2023.","List non-diversified stock ideas focused on the gaming and sports betting market, across various market caps.",specific
FYLD,"The Cambria Foreign Shareholder Yield ETF (FYLD) is an actively managed fund that seeks income and capital appreciation primarily by investing in equity securities of publicly listed companies in developed foreign markets outside the U.S. The fund focuses on companies that provide high ""shareholder yield,"" which is defined as the totality of returns realized by an investor from a company’s cash payments for dividends, buybacks, and debt paydowns. Its investment selection methodology combines this shareholder yield focus with fundamental metrics and technical momentum/trend factors. The portfolio typically consists of top-scoring stocks chosen through this process, which are then equal-weighted, subject to country and sector concentration caps.",How to find stocks in developed non-US markets that return cash to shareholders?,general
FYLD,"The Cambria Foreign Shareholder Yield ETF (FYLD) is an actively managed fund that seeks income and capital appreciation primarily by investing in equity securities of publicly listed companies in developed foreign markets outside the U.S. The fund focuses on companies that provide high ""shareholder yield,"" which is defined as the totality of returns realized by an investor from a company’s cash payments for dividends, buybacks, and debt paydowns. Its investment selection methodology combines this shareholder yield focus with fundamental metrics and technical momentum/trend factors. The portfolio typically consists of top-scoring stocks chosen through this process, which are then equal-weighted, subject to country and sector concentration caps.",List high-yield stocks in international developed countries.,general
FYLD,"The Cambria Foreign Shareholder Yield ETF (FYLD) is an actively managed fund that seeks income and capital appreciation primarily by investing in equity securities of publicly listed companies in developed foreign markets outside the U.S. The fund focuses on companies that provide high ""shareholder yield,"" which is defined as the totality of returns realized by an investor from a company’s cash payments for dividends, buybacks, and debt paydowns. Its investment selection methodology combines this shareholder yield focus with fundamental metrics and technical momentum/trend factors. The portfolio typically consists of top-scoring stocks chosen through this process, which are then equal-weighted, subject to country and sector concentration caps.",Find stocks in developed international markets with high combined dividend and buyback yield.,specific
FYLD,"The Cambria Foreign Shareholder Yield ETF (FYLD) is an actively managed fund that seeks income and capital appreciation primarily by investing in equity securities of publicly listed companies in developed foreign markets outside the U.S. The fund focuses on companies that provide high ""shareholder yield,"" which is defined as the totality of returns realized by an investor from a company’s cash payments for dividends, buybacks, and debt paydowns. Its investment selection methodology combines this shareholder yield focus with fundamental metrics and technical momentum/trend factors. The portfolio typically consists of top-scoring stocks chosen through this process, which are then equal-weighted, subject to country and sector concentration caps.",Show me stocks in developed foreign equity markets with strong cash flow return metrics and positive price momentum.,specific
