MIC,ticker,CIK,ISIN,GICS Sector,GICS Industry
XNYS,CLB,0001958086,NL0000200384,10,101010
XNYS,WCC,0000929008,US95082P1057,20,201070
XNYS,UL,0000217410,US9047677045,30,303020
XNYS,UPS,0001090727,US9113121068,20,203010
XNGS,JACK,0000807882,US4663671091,25,253010
XNYS,IT,0000749251,US3666511072,45,451020
XNYS,NOK,0000924613,US6549022043,45,452010
XNGS,LNT,0000352541,US0188021085,55,551010
XNYS,CDP,0000860546,US22002T1088,60,601040
XNYS,WM,0000823768,US94106L1098,20,202010
XNYS,BLK,0002012383,US09290D1019,40,402030
XNYS,SKX,0001065837,US8305661055,25,252030
XNYS,PHG,0000313216,US5004723038,35,351010
XNYS,EW,0001099800,US28176E1082,35,351010
XNGS,MAR,0001048286,US5719032022,25,253010
XNGS,IOSP,0001054905,US45768S1050,15,151010
XNYS,RRC,0000315852,US75281A1097,10,101020
XNGS,DOX,0001062579,GB0022569080,45,451020
XNYS,JWN,0000072333,US6556641008,25,255030
XNYS,BRC,0000746598,US1046741062,20,202010
XNYS,RDN,0000890926,US7502361014,40,402010
XNYS,UGP,0001094972,US90400P1012,10,101020
XNYS,VZ,0000732712,US92343V1044,50,501010
XNYS,AIT,0000109563,US03820C1053,20,201070
XNYS,SAFE,0001095651,US78646V1070,60,601080
XNYS,SRE,0001032208,US8168511090,55,551030
XNYS,NVS,0001114448,US66987V1098,35,352020
XNYS,GIC,0000945114,US37892E1029,20,201070
XNYS,JOE,0000745308,US7901481009,60,602010
XNYS,RIG,0001451505,CH0048265513,10,101010
XNYS,HVT,0000216085,US4195961010,25,255040
XNYS,HSBC,0000225454,US4042804066,40,401010
XNYS,LAD,0001023128,US5367971034,25,255040
XNYS,CCU,0000888746,US2044291043,30,302010
XNYS,TREX,0001069878,US89531P1057,20,201020
XNYS,EPC,0001096752,US28035Q1022,30,303020
XNGS,DHC,0001075415,US25525P1075,60,601050
XNYS,IRM,0001020569,US46284V1017,60,601080
XNYS,ERJ,0001117603,US29082A1079,20,201010
XNYS,DIN,0000049754,US2544231069,25,253010
XNYS,KT,0000892450,US48268K1016,50,501010
XNYS,CAL,0000014707,US1295001044,25,255040
XNYS,WTM,0000776867,BMG9618E1075,40,403010
XNYS,CX,0001076378,US1512908898,15,151020
XNGS,HAS,0000046080,US4180561072,25,252020
XNYS,SNN,0000845982,US83175M2052,35,351010
XNYS,EVC,0001109116,US29382R1077,50,502010
XNYS,NWN,0001733998,US66765N1054,55,551020
XNYS,PKG,0000075677,US6951561090,15,151030
XNYS,CYH,0001108109,US2036681086,35,351020
XNYS,ROG,0000084748,US7751331015,45,452030
XNYS,WOR,0000108516,US9818111026,20,201060
XNYS,TGT,0000027419,US87612E1064,30,301010
XNYS,PSO,0000938323,US7050151056,25,253020
XNYS,ITT,0000216228,US45073V1089,20,201060
XNYS,HDB,0001144967,US40415F1012,40,401010
XNCM,OMEX,0000798528,US6761182012,20,202010
XNYS,CB,0000896159,CH0044328745,40,403010
XNYS,AVNT,0001122976,US05368V1061,15,151010
XNYS,EME,0000105634,US29084Q1004,20,201030
XNYS,MUFG,0001180081,US6068221042,40,401010
XNYS,KFS,0001072627,US4969042021,40,403010
XNMS,NEWT,0001587987,US6525262035,40,402010
XNYS,DVA,0000927066,US23918K1088,35,351020
XNYS,KAI,0000886346,US48282T1043,20,201060
XNYS,ACN,0001467373,IE00B4BNMY34,45,451020
XNGS,MDLZ,0001103982,US6092071058,30,302020
XNYS,BG,0001996862,CH1300646267,30,302020
XNYS,MOV,0000072573,US6245801062,25,252030
XNYS,BP,0000313807,US0556221044,10,101020
XNYS,STZ,0000016918,US21036P1084,30,302010
XNYS,ASR,0001123452,US40051E2028,20,203050
XNGS,PGC,0001050743,US7046991078,40,401010
XNYS,BRFS,0001122491,US10552T1079,30,302020
XNYS,GPN,0001123360,US37940X1028,40,402010
XNYS,CXW,0001070985,US21871N1019,20,202010
XNYS,TPR,0001116132,US8760301072,25,252030
XNYS,WRB,0000011544,US0844231029,40,403010
XNYS,ARL,0001102238,US0291741090,60,602010
XNYS,FCN,0000887936,US3029411093,20,202020
XNYS,FIS,0001136893,US31620M1062,40,402010
XNYS,HOV,0000357294,US4424874018,25,252010
XNYS,F,0000037996,US3453708600,25,251020
XNYS,UMC,0001033767,US9108734057,45,453010
XNGS,XEL,0000072903,US98389B1008,55,551010
XNGS,WTW,0001140536,IE00BDB6Q211,40,403010
XNYS,WIT,0001123799,US97651M1099,45,451020
XNYS,TNC,0000097134,US8803451033,20,201060
XNYS,MOG.A,0000067887,US6153942023,20,201010
XNYS,COR,0001140859,US03073E1055,35,351020
XNGS,PFG,0001126328,US74251V1026,40,403010
XNYS,CVX,0000093410,US1667641005,10,101020
XNYS,JHX,0001159152,US47030M1062,15,151020
XNYS,ELV,0001156039,US0367521038,35,351020
XNYS,AHS,0001142750,US0017441017,35,351020
XNYS,KB,0001445930,US48241A1051,40,401010
XNGS,WW,0000105319,US98262P1012,25,253020
XNYS,BBD,0001160330,US0594603039,40,401010
XNYS,LYG,0001007126,US5394391099,40,401010
XNYS,AAP,0001158449,US00751Y1064,25,255040
XNYS,AYI,0001144215,US00508Y1029,20,201040
XNGS,WNEB,0001157647,US9588921018,40,401010
XNYS,PRU,0001137774,US7443201022,40,403010
XNYS,NMR,0002026081,US65535H2085,40,402030
XNCM,RDI,0000716634,US7554081015,50,502020
XNYS,BCH,0001161125,US0595201064,40,401010
XNGS,CCOI,0001158324,US19239V3024,50,501010
XNYS,GME,0001326380,US36467W1099,25,255040
XNGS,ONB,0000707179,US6800331075,40,401010
XNYS,ITUB,0001750459,US4655621062,40,401010
XNYS,TEN,0001166663,BMG9108L1735,10,101020
XNYS,ABG,0001144980,US0434361046,25,255040
XNYS,BIO,0000012208,US0905722072,35,352030
XNYS,VALE,0000915754,US91912E1055,15,151040
XNYS,OVV,0001792580,US69047Q1022,10,101020
XNYS,RF,0001281761,US7591EP1005,40,401010
XNYS,HPQ,0000047217,US40434L1052,45,452020
XNYS,GFI,0001172724,US38059T1060,15,151040
XNYS,SBS,0001170960,US20441A1025,55,551040
XNYS,NPO,0001164863,US29355X1072,20,201060
XNYS,SJM,0000091419,US8326964058,30,302020
XNMS,AAME,0000008177,US0482091008,40,403010
XNGS,AAON,0000824142,US0003602069,20,201020
XNGS,AAPL,0000320193,US0378331005,45,452020
XNYS,ABCB,0000351569,US03076K1088,40,401010
XNGS,ARCB,0000894405,US03937C1053,20,203040
XNGS,ACGL,0000947484,BMG0450A1053,40,403010
XNGS,ACLS,0001113232,US0545402085,45,453010
XNYS,RAMP,0000733269,US53815P1084,45,451030
XNGS,ADBE,0000796343,US00724F1012,45,451030
XNGS,ADSK,0000769397,US0527691069,45,451030
XNGS,ADTN,0000926282,US00486H1059,45,452010
XNCM,AEHR,0001040470,US00760J1088,45,453010
XNGS,AEIS,0000927003,US0079731008,45,452030
XNYS,AEO,0000919012,US02553E1064,25,255040
XNCM,AGEN,0001098972,US00847G8042,35,352010
XNCM,AIRT,0000353184,US0092071010,20,203010
XNGS,AKAM,0001086222,US00971T1016,45,451020
XNGS,ALCO,0000003545,US0162301040,30,302020
XNYS,MATX,0000003453,US57686G1058,20,203030
XNGS,ALGN,0001097149,US0162551016,35,351010
XNGS,ALKS,0001520262,IE00B56GVS15,35,352010
XNMS,ALOT,0000008146,US04638F1084,45,452020
XNGS,AMAT,0000006951,US0382221051,45,453010
XNGS,AMED,0000896262,US0234361089,35,351020
XNGS,AMGN,0000318154,US0311621009,35,352010
XNGS,AMKR,0001047127,US0316521006,45,453010
XNCM,AMRN,0000897448,US0231112063,35,352010
XNGS,AMSC,0000880807,US0301112076,20,201040
XNGS,LGTY,0000713425,US0296831094,45,451030
XNGS,AMWD,0000794619,US0305061097,20,201020
XNGS,AMZN,0001018724,US0231351067,25,255030
XNGS,ANDE,0000821026,US0341641035,30,301010
XNGS,ANIK,0000898437,US0352551081,35,352010
XNGS,HCKT,0001057379,US4046091090,45,451020
XNGS,ANSS,0001013462,US03662Q1058,45,451030
XNMS,CLFD,0000796505,US18482P1030,45,452010
XNGS,APOG,0000006845,US0375981091,20,201020
XNGS,THRM,0000903129,US37253A1034,25,251010
XNMS,ARKR,0000779544,US0407121013,25,253010
XNGS,AROW,0000717538,US0427441029,40,401010
XNGS,ARTNA,0000863110,US0431132085,55,551040
XNCM,ARTW,0000007623,US0431681032,20,201060
XNYS,ASB,0000007789,US0454871056,40,401010
XNYS,ASGN,0000890564,US00191U1025,45,451020
XNGS,ASML,0000937966,USN070592100,45,453010
XNMS,ASRV,0000707605,US03074A1025,40,401010
XNGS,ASTE,0000792987,US0462241011,20,201060
XNMS,VCEL,0000887359,US92346J1088,35,352010
XNGS,ASYS,0000720500,US0323325045,45,453010
XNCM,GNSS,0000924383,US36872P1030,45,452010
XNGS,ATRO,0000008063,US0464331083,20,201010
XNMS,AUBN,0000750574,US0504731078,40,401010
XNGS,AUDC,0001086434,IL0010829658,45,452010
XNCM,CLDX,0000744218,US15117B2025,35,352010
XNGS,SRPT,0000873303,US8036071004,35,352010
XNMS,AWRE,0001015739,US05453N1000,45,451030
XNGS,AXTI,0001051627,US00246W1036,45,453010
XNMS,BRID,0000014177,US1087631032,30,302020
XNGS,AZTA,0000933974,US1143401024,35,352030
XNGS,BSET,0000010329,US0702031040,25,252010
XNGS,BSRR,0001130144,US82620P1021,40,401010
XNGS,BUSE,0000314489,US3193832041,40,401010
XNCM,BYFC,0001001171,US1114447097,40,401010
XNGS,CAKE,0000887596,US1630721017,25,253010
XNCM,BMRC,0001403475,US0634251021,40,401010
XNGS,BMRN,0001048477,US09061G1013,35,352010
XNGS,BOKF,0000875357,US05561Q2012,40,401010
XNGS,BOOM,0000034067,US23291C1036,10,101010
XNCM,BOSC,0001005516,IL0010828171,45,452010
XNGS,BPOP,0000763901,PR7331747001,40,401010
XNGS,BANF,0000760498,US05945F1030,40,401010
XNGS,BANR,0000946673,US06652V2088,40,401010
XNCM,NOTV,0000720154,US45783Q1004,35,352030
XNCM,BBGI,0001099160,US0740142007,50,502010
XNGS,BBSI,0000902791,US0684631080,20,202020
XNGS,BCRX,0000882796,US09058V1035,35,352010
XNGS,BRKR,0001109354,US1167941087,35,352030
XNGS,BELFA,0000729580,US0773472016,45,452030
XNYS,CATO,0000018255,US1492051065,25,255040
XNGS,CALM,0000016160,US1280302027,30,302020
XNMS,CAMT,0001109138,IL0010952641,45,453010
XNGS,CASH,0000907471,US59100U1088,40,401010
XNGS,CASS,0000708781,US14808P1093,40,402010
XNGS,CASY,0000726958,US1475281036,30,301010
XNGS,CATY,0000861842,US1491501045,40,401010
XNYS,CBAN,0000711669,US19623P1012,40,401010
XNYS,CBZ,0000944148,US1248051021,20,202020
XNGS,CBRL,0001067294,US22410J1060,25,253010
XNGS,CBSH,0000022356,US2005251036,40,401010
XNGS,CCBG,0000726601,US1396741050,40,401010
XNGS,CCNE,0000736772,US1261281075,40,401010
XNGS,CCRN,0001141103,US2274831047,35,351020
XNGS,ATLC,0001464343,US04914Y1029,40,402020
XNYS,HLX,0000866829,US42330P1075,10,101010
XNGS,CECO,0000003197,US1251411013,20,202010
XNGS,PRDO,0001046568,US71363P1066,25,253020
XNGS,CENT,0000887733,US1535271068,30,303010
XNGS,CENX,0000949157,US1564311082,15,151040
XNMS,CERS,0001020214,US1570851014,35,351010
XNGS,CFFI,0000913341,US12466Q1040,40,401010
XNGS,CFFN,0001490906,US14057J1016,40,401010
XNCM,CGEN,0001119774,IL0010852080,35,352010
XNGS,CGNX,0000851205,US1924221039,45,452030
XNGS,CHCO,0000726854,US1778351056,40,401010
XNGS,CHDN,0000020212,US1714841087,25,253010
XNGS,BJRI,0001013488,US09180C1062,25,253010
XNGS,CHKP,0001015922,IL0010824113,45,451030
XNCM,CHNR,0000793628,VGG2110U1176,15,151040
XNGS,CHRW,0001043277,US12541W2098,20,203010
XNYS,CIEN,0000936395,US1717793095,45,452010
XNGS,CINF,0000020286,US1720621010,40,403010
XNYS,CLH,0000822818,US1844961078,20,202010
XNCM,CLWT,0001026662,VGG320301275,20,201070
XNGS,CMCO,0001005229,US1993331057,20,201060
XNGS,CMCSA,0001166691,US20030N1019,50,502010
XNGS,CMTL,0000023197,US2058262096,45,452010
XNGS,CNOB,0000712771,US20786W1071,40,401010
XNYS,CNMD,0000816956,US2074101013,35,351010
XNYS,CNC,0001071739,US15135B1017,35,351020
XNCM,CNTY,0000911147,US1564921005,25,253010
XNGS,COHU,0000021535,US1925761066,45,453010
XNGS,COKE,0000317540,US1910981026,30,302010
XNGS,COLB,0000887343,US1972361026,40,401010
XNGS,COLM,0001050797,US1985161066,25,252030
XNGS,COST,0000909832,US22160K1051,30,301010
XNGS,CPRT,0000900075,US2172041061,20,202010
XNGS,TBRG,0001169445,US2053061030,35,351030
XNMS,CPSS,0000889609,US2105021008,40,402020
XNGS,CRAI,0001053706,US12618T1051,20,202020
XNYS,WOLF,0000895419,US9778521024,45,453010
XNGS,CRESY,0001034962,US2264061068,30,302020
XNCM,CRIS,0001108205,US2312693094,35,352010
XNGS,CRMT,0000799850,US03062T1051,25,255040
XNGS,CRNT,0001119769,IL0010851660,45,452010
XNGS,CRUS,0000772406,US1727551004,45,453010
XNGS,CRVL,0000874866,US2210061097,35,351020
XNGS,CSCO,0000858877,US17275R1023,45,452010
XNGS,CSGP,0001057352,US22160N1090,60,602010
XNGS,CSGS,0001005757,US1263491094,20,202020
XNMS,CSPI,0000356037,US1263891053,45,451020
XNGS,CSWC,0000017313,US1405011073,40,402030
XNGS,CTAS,0000723254,US1729081059,20,202010
XNGS,CTBI,0000350852,US2041491083,40,401010
XNCM,YHGJ,0001042187,US98873Q1004,25,252010
XNGS,CTSH,0001058290,US1924461023,45,451020
XNGS,CVBF,0000354647,US1266001056,40,401010
XNYS,CVLG,0000928658,US22284P1057,20,203040
XNGS,CWCO,0000928340,KYG237731073,55,551040
XNGS,CWST,0000911177,US1474481041,20,202010
XNCM,LOAN,0001080340,US5628031065,40,402040
XNCM,DAIO,0000351998,US2376901029,45,452030
XNGS,DAKT,0000915779,US2342641097,45,452030
XNYS,DECK,0000910521,US2435371073,25,252030
XNGS,DGICA,0000800457,US2577012014,40,403010
XNGS,DGII,0000854775,US2537981027,45,452010
XNGS,DHIL,0000909108,US25264R2076,40,402030
XNGS,DIOD,0000029002,US2545431015,45,453010
XNCM,DJCO,0000783412,US2339121046,45,451030
XNGS,DLTR,0000935703,US2567461080,30,301010
XNCM,USAU,0000027093,US90291C2017,15,151040
XNCM,DRRX,0001082038,US2666055007,35,352020
XNMS,DSWL,0000946936,VG2506391011,45,452030
XNGS,DXPE,0001020710,US2333774071,20,201070
XNGS,EBAY,0001065088,US2786421030,25,255030
XNMS,EDAP,0001041934,US2683111072,35,351010
XNMS,EDUC,0000031667,US2814791057,25,255010
XNGS,EEFT,0001029199,US2987361092,40,402010
XNCM,EGBN,0001050441,US2689481065,40,401010
XNGS,EGHT,0001023731,US2829141009,45,451030
XNCM,ELSE,0000351789,US2852331022,45,452030
XNCM,ELTK,0001024672,IL0010828411,45,452030
XNCM,EMKR,0000808326,US2908464017,45,452010
XNCM,CASI,0000895051,KYG1933S1012,35,352010
XNGS,ENTG,0001101302,US29362U1043,45,453010
XNGS,ERIE,0000922621,US29530P1021,40,403010
XNGS,EA,0000712515,US2855121099,50,502020
XNMS,ESCA,0000033488,US2960561049,25,252020
XNGS,BGC,0001950475,US0889291045,40,402030
XNGS,FFIC,0000923139,US3438731057,40,401010
XNGS,FFIN,0000036029,US32020R1095,40,401010
XNGS,FFIV,0001048695,US3156161024,45,452010
XNGS,FISI,0000862831,US3175854047,40,401010
XNYS,FI,0000798354,US3377381088,40,402010
XNGS,FITB,0000035527,US3167731005,40,401010
XNGS,FLEX,0000866374,SG9999000020,45,452030
XNCM,FLIC,0000740663,US3207341062,40,401010
XNGS,FLWS,0001084869,US68243Q1067,25,255040
XNGS,FLXS,0000037472,US3393821034,25,252010
XNGS,FNLC,0000765207,US31866P1021,40,401010
XNGS,EWBC,0001069157,US27579R1041,40,401010
XNCM,EXAS,0001124140,US30063P1057,35,352010
XNGS,EXEL,0000939767,US30161Q1040,35,352010
XNGS,HWBK,0000893847,US4204761039,40,401010
XNYS,EXPD,0000746515,US3021301094,20,203010
XNGS,EXPO,0000851520,US30214U1025,20,202020
XNGS,EXTR,0001078271,US30226D1063,45,452010
XNGS,EZPW,0000876523,US3023011063,40,402020
XNGS,FARM,0000034563,US3076751086,30,302020
XNGS,FARO,0000917491,US3116421021,45,452030
XNGS,FAST,0000815556,US3119001044,20,201070
XNYS,FNB,0000037808,US3025201019,40,401010
XNGS,FBNC,0000811589,US3189101062,40,401010
XNCM,FCAP,0001070296,US31942S1042,40,401010
XNGS,FCBC,0000859070,US31983A1034,40,401010
XNMS,FCEL,0000886128,US35952H7008,20,201040
XNGS,FCFS,0000840489,US33768G1076,40,402020
XNGS,FCNCA,0000798941,US31946M1036,40,401010
XNCM,CIVB,0000944745,US1788671071,40,401010
XNGS,PFC,0000946647,US74052F1084,40,401010
XNGS,FELE,0000038725,US3535141028,20,201060
XNGS,FFBC,0000708955,US3202091092,40,401010
XNCM,FORD,0000038264,US3498624093,25,252030
XNCM,ASUR,0000884144,US04649U1025,20,202020
XNGS,FORR,0001023313,US3465631097,20,202020
XNGS,FORTY,0001045986,US3464141056,45,451020
XNGS,FOSL,0000883569,US34988V1061,25,252030
XNGS,FRME,0000712534,US3208171096,40,401010
XNGS,FSTR,0000352825,US3500601097,20,201060
XNCM,FTEK,0000846913,US3595231073,20,202010
XNGS,FULT,0000700564,US3602711000,40,401010
XNGS,FUNC,0000763907,US33741H1077,40,401010
XNGS,FWRD,0000912728,US3498531017,20,203010
XNGS,GABC,0000714395,US3738651047,40,401010
XNMS,GAIA,0001089872,US36269P1049,50,502020
XNYS,GBCI,0000868671,US37637Q1058,40,401010
XNCM,GCBC,0001070524,US3943571071,40,401010
XNCM,CFBK,0001070680,US12520L1098,40,401010
XNCM,FONR,0000355019,US3444374058,35,351010
XNGS,GERN,0000886744,US3741631036,35,352010
XNGS,GIFI,0001031623,US4023071024,10,101010
XNCM,GIGM,0001105101,SG9999014831,50,502020
XNGS,GIII,0000821002,US36237H1014,25,252030
XNGS,GILD,0000882095,US3755581036,35,352010
XNGS,GILT,0000897322,IL0010825102,45,452010
XNGS,GLAD,0001143513,US3765358789,40,402030
XNCM,GLBZ,0000890066,US3774071019,40,401010
XNGS,GNTX,0000355811,US3719011096,25,251010
XNYS,GRMN,0001121788,CH0114405324,25,252010
XNCM,GROW,0000754811,US9029521005,40,402030
XNGS,GSBC,0000854560,US3909051076,40,401010
XNCM,GTIM,0000825324,US3821408792,25,253010
XNGS,HAFC,0001109242,US4104952043,40,401010
XNGS,HAIN,0000910406,US4052171000,30,302020
